Date,Country,Opponent,GoalsScored,GoalsReceived,Venue,Competition,IsHome,ExtraTime,Penalties,PenScored,PenReceived
2001-07-17,Colombia,Chile,2,0,Barranquilla,Copa America,TRUE,FALSE,FALSE,0,0
2001-07-23,Colombia,Peru,3,0,Armenia,Copa America,TRUE,FALSE,FALSE,0,0
2001-07-29,Colombia,Mexico,1,0,Bogota,Copa America,TRUE,FALSE,FALSE,0,0
2003-07-13,Colombia,Jamaica,1,0,Miami,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2003-07-19,Colombia,Brazil,0,2,Miami,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2004-07-06,Colombia,Venezuela,1,0,Lima,Copa America,FALSE,FALSE,FALSE,0,0
2004-07-09,Colombia,Bolivia,1,0,Lima,Copa America,FALSE,FALSE,FALSE,0,0
2004-07-12,Colombia,Peru,2,2,Trujillo,Copa America,FALSE,FALSE,FALSE,0,0
2004-07-17,Colombia,Costa Rica,2,0,Trujillo,Copa America,FALSE,FALSE,FALSE,0,0
2004-07-20,Colombia,Argentina,0,3,Lima,Copa America,FALSE,FALSE,FALSE,0,0
2004-07-24,Colombia,Uruguay,1,2,Cusco,Copa America,FALSE,FALSE,FALSE,0,0
2005-07-17,Colombia,Mexico,2,1,Houston,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2007-06-28,Colombia,Paraguay,0,5,Maracaibo,Copa America,FALSE,FALSE,FALSE,0,0
2007-07-02,Colombia,Argentina,2,4,Maracaibo,Copa America,FALSE,FALSE,FALSE,0,0
2007-07-05,Colombia,USA,1,0,Barquisimeto,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-02,Colombia,Costa Rica,1,0,Jujuy,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-06,Colombia,Argentina,0,0,Cordoba,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-10,Colombia,Bolivia,2,0,Santa Fe,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-16,Colombia,Peru,0,2,Cordoba,Copa America,FALSE,TRUE,FALSE,0,0
1996-04-24,Peru,Ecuador,1,4,Guayaquil,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1996-06-02,Peru,Colombia,1,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1996-07-07,Peru,Argentina,0,0,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1996-09-01,Peru,Bolivia,0,0,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1996-11-10,Peru,Venezuela,4,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1996-12-15,Peru,Uruguay,0,2,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1997-01-12,Peru,Chile,2,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-02-12,Peru,Paraguay,1,2,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1997-04-02,Peru,Ecuador,1,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-04-39,Peru,Colombia,1,0,Barranquilla,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1997-06-08,Peru,Argentina,0,2,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1997-07-06,Peru,Bolivia,2,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-08-20,Peru,Venezuela,3,0,Barinas,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1997-09-10,Peru,Uruguay,2,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-10-12,Peru,Chile,0,4,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-11-16,Peru,Paraguay,1,0,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-03-29,Peru,Paraguay,2,0,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-04-26,Peru,Chile,1,1,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-06-04,Peru,Brazil,0,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-06-29,Peru,Ecuador,1,2,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-07-19,Peru,Colombia,0,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-07-26,Peru,Uruguay,0,0,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-08-16,Peru,Venezuela,1,0,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-09-03,Peru,Argentina,1,2,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-10-08,Peru,Bolivia,0,1,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-11-15,Peru,Paraguay,1,5,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-03-27,Peru,Chile,3,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-04-25,Peru,Brazil,1,1,Sao Paulo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-06-02,Peru,Ecuador,1,2,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-08-16,Peru,Colombia,1,0,Bogota,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-09-04,Peru,Uruguay,0,2,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-10-06,Peru,Venezuela,0,3,San Cristobal,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-11-08,Peru,Argentina,0,2,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-11-14,Peru,Bolivia,1,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2003-09-06,Peru,Paraguay,4,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2003-09-09,Peru,Chile,1,2,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2003-11-16,Peru,Brazil,1,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2003-11-19,Peru,Ecuador,0,0,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2004-03-31,Peru,Colombia,0,2,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2004-06-01,Peru,Uruguay,3,1,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2004-06-06,Peru,Venezuela,0,0,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2004-09-04,Peru,Argentina,1,3,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2004-10-09,Peru,Bolivia,0,1,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2004-10-13,Peru,Paraguay,1,1,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2004-11-17,Peru,Chile,2,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2005-03-27,Peru,Brazil,0,1,Goiania,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-03-30,Peru,Ecuador,2,2,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2005-06-04,Peru,Colombia,0,5,Barranquilla,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-06-07,Peru,Uruguay,0,0,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2005-09-03,Peru,Venezuela,1,4,Maracaibo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-10-09,Peru,Argentina,0,2,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-10-12,Peru,Bolivia,4,1,Tacna,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2007-10-13,Peru,Paraguay,0,0,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2007-10-17,Peru,Chile,0,2,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2007-11-18,Peru,Brazil,1,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2007-11-21,Peru,Ecuador,1,5,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2008-06-14,Peru,Colombia,1,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2008-06-17,Peru,Uruguay,0,6,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2008-09-06,Peru,Venezuela,1,0,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2008-09-10,Peru,Argentina,1,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2008-10-11,Peru,Bolivia,0,3,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2008-10-15,Peru,Paraguay,0,1,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-03-29,Peru,Chile,1,3,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-04-01,Peru,Brazil,0,3,Porto Alegre,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-06-07,Peru,Ecuador,1,2,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-06-10,Peru,Colombia,0,1,Medellin,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-09-05,Peru,Uruguay,1,0,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-09-09,Peru,Venezuela,1,3,Puerto La Cruz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-10-10,Peru,Argentina,1,2,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-10-14,Peru,Bolivia,1,0,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2011-10-07,Peru,Paraguay,2,0,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2011-10-11,Peru,Chile,2,4,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2011-11-15,Peru,Ecuador,0,2,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2012-06-03,Peru,Colombia,0,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2012-06-10,Peru,Uruguay,2,4,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2012-09-07,Peru,Venezuela,2,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2012-09-11,Peru,Argentina,1,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2012-10-12,Peru,Bolivia,1,1,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2012-10-16,Peru,Paraguay,0,1,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2013-03-22,Peru,Chile,1,0,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2013-06-07,Peru,Ecuador,1,0,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2013-06-11,Peru,Colombia,0,2,Barranquilla,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2013-09-06,Peru,Uruguay,1,2,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2013-09-10,Peru,Venezuela,2,3,Puerto La Cruz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2013-10-11,Peru,Argentina,1,3,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2013-10-15,Peru,Bolivia,1,1,Lima,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1995-07-07,Peru,Colombia,1,1,Rivera,Copa America,FALSE,FALSE,FALSE,0,0
1995-07-10,Peru,Brazil,0,2,Rivera,Copa America,FALSE,FALSE,FALSE,0,0
1995-07-13,Peru,Ecuador,1,2,Rivera,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-12,Peru,Uruguay,1,0,Sucre,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-15,Peru,Bolivia,0,2,La Paz,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-18,Peru,Venezuela,2,0,Sucre,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-21,Peru,Argentina,2,1,Sucre,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-26,Peru,Brazil,0,7,Santa Cruz,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-28,Peru,Mexico,0,1,Oruro,Copa America,FALSE,FALSE,FALSE,0,0
1999-07-02,Peru,Bolivia,1,0,Asuncion,Copa America,FALSE,FALSE,FALSE,0,0
1999-07-05,Peru,Paraguay,0,1,Pedro Juan Caballero,Copa America,FALSE,FALSE,FALSE,0,0
1999-07-10,Peru,Mexico,3,3,Asuncion,Copa America,FALSE,FALSE,TRUE,2,4
2000-02-16,Peru,USA,0,1,Miami,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2000-02-23,Peru,Colombia,1,2,San Diego,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2001-07-12,Peru,Paraguay,3,3,Cali,Copa America,FALSE,FALSE,FALSE,0,0
2001-07-15,Peru,Brazil,0,2,Cali,Copa America,FALSE,FALSE,FALSE,0,0
2001-07-18,Peru,Mexico,1,0,Cali,Copa America,FALSE,FALSE,FALSE,0,0
2001-07-23,Peru,Colombia,0,3,Armenia,Copa America,FALSE,FALSE,FALSE,0,0
2004-07-06,Peru,Bolivia,2,2,Lima,Copa America,TRUE,FALSE,FALSE,0,0
2004-07-09,Peru,Venezuela,3,1,Lima,Copa America,TRUE,FALSE,FALSE,0,0
2004-07-12,Peru,Colombia,2,2,Trujillo,Copa America,TRUE,FALSE,FALSE,0,0
2004-07-17,Peru,Argentina,0,1,Chiclayo,Copa America,TRUE,FALSE,FALSE,0,0
2007-06-26,Peru,Uruguay,3,0,Merida,Copa America,FALSE,FALSE,FALSE,0,0
2007-06-30,Peru,Venezuela,0,2,San Cristobal,Copa America,FALSE,FALSE,FALSE,0,0
2007-07-03,Peru,Bolivia,2,2,Merida,Copa America,FALSE,FALSE,FALSE,0,0
2007-07-08,Peru,Argentina,0,4,Barquisimeto,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-04,Peru,Uruguay,1,1,Mendoza,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-08,Peru,Mexico,1,0,Mendoza,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-12,Peru,Chile,0,1,Mendoza,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-16,Peru,Colombia,2,0,Cordoba,Copa America,FALSE,TRUE,FALSE,0,0
2011-07-19,Peru,Uruguay,0,2,La Plata,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-23,Peru,Venezuela,4,1,La Plata,Copa America,FALSE,FALSE,FALSE,0,0
1996-04-24,Venezuela,Uruguay,0,2,Caracas,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1996-06-02,Venezuela,Chile,1,1,Barinas,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1996-07-07,Venezuela,Bolivia,1,6,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1996-09-01,Venezuela,Ecuador,0,1,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1996-10-09,Venezuela,Argentina,2,5,San Cristobal,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1996-11-10,Venezuela,Peru,1,4,Lima,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1996-12-15,Venezuela,Colombia,0,2,San Cristobal,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-01-12,Venezuela,Paraguay,0,2,Merida,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-04-02,Venezuela,Uruguay,1,3,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1997-04-29,Venezuela,Chile,0,6,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1997-06-08,Venezuela,Bolivia,1,1,Valera,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-07-06,Venezuela,Ecuador,1,1,Maracaibo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-07-20,Venezuela,Argentina,0,2,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1997-08-20,Venezuela,Peru,0,3,Barinas,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-09-10,Venezuela,Colombia,0,1,Barranquilla,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1997-10-12,Venezuela,Paraguay,0,1,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-03-29,Venezuela,Ecuador,0,2,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-04-26,Venezuela,Argentina,0,4,Maracaibo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-06-04,Venezuela,Colombia,0,3,Bogota,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-06-28,Venezuela,Bolivia,4,2,San Cristobal,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-07-18,Venezuela,Uruguay,1,3,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-07-25,Venezuela,Chile,0,2,San Cristobal,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-08-16,Venezuela,Peru,0,1,Lima,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-09-02,Venezuela,Paraguay,0,3,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-10-08,Venezuela,Brazil,0,6,Maracaibo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-11-15,Venezuela,Ecuador,1,2,Maracaibo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-03-28,Venezuela,Argentina,0,5,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-04-24,Venezuela,Colombia,2,2,San Cristobal,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-06-03,Venezuela,Bolivia,0,5,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-08-14,Venezuela,Uruguay,2,0,Maracaibo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-09-04,Venezuela,Chile,2,0,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-10-06,Venezuela,Peru,3,0,San Cristobal,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-11-08,Venezuela,Paraguay,3,1,San Cristobal,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-11-14,Venezuela,Brazil,0,3,Sao Luiz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2003-09-06,Venezuela,Ecuador,0,2,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2003-09-09,Venezuela,Argentina,0,3,Caracas,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2003-11-15,Venezuela,Colombia,1,0,Barranquilla,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2003-11-18,Venezuela,Bolivia,2,1,Maracaibo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2004-03-31,Venezuela,Uruguay,3,0,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2004-06-01,Venezuela,Chile,0,1,San Cristobal,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2004-06-06,Venezuela,Peru,0,0,Lima,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2004-09-05,Venezuela,Paraguay,0,1,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2004-10-09,Venezuela,Brazil,2,5,Maracaibo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2004-10-14,Venezuela,Ecuador,3,1,San Cristobal,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2004-11-17,Venezuela,Argentina,2,3,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-03-26,Venezuela,Colombia,0,0,Maracaibo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2005-03-29,Venezuela,Bolivia,1,3,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-06-04,Venezuela,Uruguay,1,1,Maracaibo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2005-06-08,Venezuela,Chile,1,2,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-09-03,Venezuela,Peru,1,4,Maracaibo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2005-10-08,Venezuela,Paraguay,0,1,Maracaibo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2005-10-12,Venezuela,Brazil,0,3,Belem,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2007-10-13,Venezuela,Ecuador,1,0,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2007-10-16,Venezuela,Argentina,0,2,Maracaibo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2007-11-17,Venezuela,Colombia,0,1,Bogota,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2007-11-20,Venezuela,Bolivia,5,3,San Cristobal,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2008-06-14,Venezuela,Uruguay,1,1,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2008-06-19,Venezuela,Chile,2,3,Puerto La Cruz,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2008-09-06,Venezuela,Peru,0,1,Lima,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2008-09-09,Venezuela,Paraguay,0,2,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2008-10-12,Venezuela,Brazil,0,4,San Cristobal,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2008-10-15,Venezuela,Ecuador,3,1,Puerto La Cruz,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-03-28,Venezuela,Argentina,0,4,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-03-31,Venezuela,Colombia,2,0,Puerto Ordaz,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-06-06,Venezuela,Bolivia,1,0,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-06-10,Venezuela,Uruguay,2,2,Puerto Ordaz,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-09-05,Venezuela,Chile,2,2,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-09-09,Venezuela,Peru,3,1,Puerto La Cruz,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-10-10,Venezuela,Paraguay,1,2,Puerto Ordaz,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-10-14,Venezuela,Brazil,0,0,Campo Grande,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2011-10-07,Venezuela,Ecuador,0,2,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2011-10-11,Venezuela,Argentina,1,0,Puerto La Cruz,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2011-11-11,Venezuela,Colombia,1,1,Barranquilla,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2011-11-15,Venezuela,Bolivia,1,0,San Cristobal,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2012-06-02,Venezuela,Uruguay,1,1,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2012-06-09,Venezuela,Chile,0,2,Puerto La Cruz,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2012-09-07,Venezuela,Peru,1,2,Lima,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2012-09-11,Venezuela,Paraguay,2,0,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2012-10-16,Venezuela,Ecuador,1,1,Puerto La Cruz,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2013-03-22,Venezuela,Argentina,0,3,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2013-03-26,Venezuela,Colombia,1,0,Puerto Ordaz,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2013-06-07,Venezuela,Bolivia,1,1,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2013-06-11,Venezuela,Uruguay,0,1,Puerto Ordaz,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2013-09-06,Venezuela,Chile,0,3,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2013-09-10,Venezuela,Peru,3,2,Puerto La Cruz,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2013-10-11,Venezuela,Paraguay,1,1,San Cristobal,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1995-07-05,Venezuela,Uruguay,1,4,Montevideo,Copa America,FALSE,FALSE,FALSE,0,0
1995-07-09,Venezuela,Mexico,1,3,Maldonado,Copa America,FALSE,FALSE,FALSE,0,0
1995-07-12,Venezuela,Paraguay,2,3,Maldonado,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-12,Venezuela,Bolivia,0,1,La Paz,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-15,Venezuela,Uruguay,0,2,Sucre,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-18,Venezuela,Peru,0,2,Sucre,Copa America,FALSE,FALSE,FALSE,0,0
1999-06-30,Venezuela,Brazil,0,7,Ciudad del Este,Copa America,FALSE,FALSE,FALSE,0,0
1999-07-03,Venezuela,Chile,0,3,Ciudad del Este,Copa America,FALSE,FALSE,FALSE,0,0
1999-07-06,Venezuela,Mexico,1,3,Ciudad del Este,Copa America,FALSE,FALSE,FALSE,0,0
2001-07-11,Venezuela,Colombia,0,2,Barranquilla,Copa America,FALSE,FALSE,FALSE,0,0
2001-07-14,Venezuela,Chile,0,1,Barranquilla,Copa America,FALSE,FALSE,FALSE,0,0
2001-07-17,Venezuela,Ecuador,0,4,Barranquilla,Copa America,FALSE,FALSE,FALSE,0,0
2004-07-06,Venezuela,Colombia,0,1,Lima,Copa America,FALSE,FALSE,FALSE,0,0
2004-07-09,Venezuela,Peru,1,3,Lima,Copa America,FALSE,FALSE,FALSE,0,0
