Date,Country,Opponent,GoalsScored,GoalsReceived,Venue,Competition,IsHome,ExtraTime,Penalties,PenScored,PenReceived
2013-06-04,Jamaica,Mexico,0,1,Kingston,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2013-06-07,Jamaica,USA,1,2,Kingston,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2013-09-10,Jamaica,Costa Rica,1,1,Kingston,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2013-10-11,Jamaica,USA,0,2,Kansas City,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1998-02-03,Jamaica,Brazil,0,0,Miami,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
1998-02-12,Jamaica,Mexico,0,1,Los Angeles,CONCACAF Gold Cup,FALSE,TRUE,FALSE,0,0
1998-02-15,Jamaica,Brazil,0,1,Los Angeles,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2000-02-12,Jamaica,Colombia,0,1,Miami,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2003-07-13,Jamaica,Colombia,0,1,Miami,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2003-07-20,Jamaica,Mexico,0,5,Ciudad de Mexico,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2005-07-13,Jamaica,Mexico,0,1,Houston,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2005-07-16,Jamaica,USA,1,3,Foxborough,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2009-07-07,Jamaica,Costa Rica,0,1,Columbus,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2011-06-19,Jamaica,USA,0,2,Washington DC,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
1998-06-27,Brazil,Chile,4,1,Paris,FIFA World Cup,FALSE,FALSE,FALSE,0,0
2002-06-13,Brazil,Costa Rica,5,2,Suwon,FIFA World Cup,FALSE,FALSE,FALSE,0,0
2010-06-28,Brazil,Chile,3,0,Johannesburg,FIFA World Cup,FALSE,FALSE,FALSE,0,0
2014-06-17,Brazil,Mexico,0,0,Fortaleza,FIFA World Cup,TRUE,FALSE,FALSE,0,0
2014-06-28,Brazil,Chile,1,1,Belo Horizonte,FIFA World Cup,TRUE,TRUE,TRUE,3,2
2000-03-28,Brazil,Colombia,0,0,Bogota,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-04-26,Brazil,Ecuador,3,2,Sao Paulo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-06-04,Brazil,Peru,1,0,Lima,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-06-28,Brazil,Uruguay,1,1,Rio de Janeiro,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-07-18,Brazil,Paraguay,1,2,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-07-26,Brazil,Argentina,3,1,Sao Paulo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-08-15,Brazil,Chile,0,3,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-09-03,Brazil,Bolivia,5,0,Rio de Janeiro,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-10-08,Brazil,Venezuela,6,0,Maracaibo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-11-15,Brazil,Colombia,1,0,Sao Paulo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-03-28,Brazil,Ecuador,0,1,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-04-25,Brazil,Peru,1,1,Sao Paulo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-07-01,Brazil,Uruguay,0,1,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-08-15,Brazil,Paraguay,2,0,Porto Alegre,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-09-05,Brazil,Argentina,1,2,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-10-07,Brazil,Chile,2,0,Curitiba,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-11-07,Brazil,Bolivia,1,3,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-11-14,Brazil,Venezuela,3,0,Sao Luiz,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2003-09-07,Brazil,Colombia,2,1,Barranquilla,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2003-09-10,Brazil,Ecuador,1,0,Manaus,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2003-11-16,Brazil,Peru,1,1,Lima,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2003-11-19,Brazil,Uruguay,3,3,Curitiba,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2004-03-31,Brazil,Paraguay,0,0,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2004-06-02,Brazil,Argentina,3,1,Belo Horizonte,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2004-06-06,Brazil,Chile,1,1,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2004-09-05,Brazil,Bolivia,3,1,Sao Paulo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2004-10-09,Brazil,Venezuela,5,2,Maracaibo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2004-10-13,Brazil,Colombia,0,0,Maceio,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2004-11-17,Brazil,Ecuador,0,1,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-03-27,Brazil,Peru,1,0,Goiania,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2005-03-30,Brazil,Uruguay,1,1,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-06-05,Brazil,Paraguay,4,1,Porto Alegre,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2005-06-08,Brazil,Argentina,1,3,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-09-04,Brazil,Chile,5,0,Brasilia,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2005-10-09,Brazil,Bolivia,1,1,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-10-12,Brazil,Venezuela,3,0,Belem,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2007-10-14,Brazil,Colombia,0,0,Bogota,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2007-10-17,Brazil,Ecuador,5,0,Rio de Janeiro,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2007-11-18,Brazil,Peru,1,1,Lima,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2007-11-21,Brazil,Uruguay,2,1,Sao Paulo,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2008-06-15,Brazil,Paraguay,0,2,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2008-06-18,Brazil,Argentina,0,0,Belo Horizonte,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2008-09-07,Brazil,Chile,3,0,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2008-09-10,Brazil,Bolivia,0,0,Rio de Janeiro,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2008-10-12,Brazil,Venezuela,4,0,San Cristobal,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2008-10-15,Brazil,Colombia,0,0,Rio de Janeiro,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-03-29,Brazil,Ecuador,1,1,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-04-01,Brazil,Peru,3,0,Porto Alegre,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-06-06,Brazil,Uruguay,4,0,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-06-10,Brazil,Paraguay,2,1,Recife,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-09-05,Brazil,Argentina,3,1,Rosario,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-09-09,Brazil,Chile,4,2,Salvador,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-10-11,Brazil,Bolivia,1,2,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-10-14,Brazil,Venezuela,0,0,Campo Grande,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1995-07-07,Brazil,Ecuador,1,0,Rivera,Copa America,FALSE,FALSE,FALSE,0,0
1995-07-10,Brazil,Peru,2,0,Rivera,Copa America,FALSE,FALSE,FALSE,0,0
1995-07-13,Brazil,Colombia,3,0,Rivera,Copa America,FALSE,FALSE,FALSE,0,0
1995-07-17,Brazil,Argentina,2,2,Rivera,Copa America,FALSE,FALSE,TRUE,4,2
1995-07-20,Brazil,USA,1,0,Maldonado,Copa America,FALSE,FALSE,FALSE,0,0
1995-07-23,Brazil,Uruguay,1,1,Montevideo,Copa America,FALSE,FALSE,TRUE,3,5
1996-01-18,Brazil,USA,1,0,San Diego,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
1996-01-21,Brazil,Mexico,0,2,Los Angeles,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
1997-06-13,Brazil,Costa Rica,5,0,Santa Cruz,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-16,Brazil,Mexico,3,2,Santa Cruz,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-19,Brazil,Colombia,2,0,Santa Cruz,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-22,Brazil,Paraguay,2,0,Santa Cruz,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-26,Brazil,Peru,7,0,Santa Cruz,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-29,Brazil,Bolivia,3,1,La Paz,Copa America,FALSE,FALSE,FALSE,0,0
1998-02-03,Brazil,Jamaica,0,0,Miami,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
1998-02-10,Brazil,USA,0,1,Los Angeles,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
1998-02-15,Brazil,Jamaica,1,0,Los Angeles,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
1999-06-30,Brazil,Venezuela,7,0,Ciudad del Este,Copa America,FALSE,FALSE,FALSE,0,0
1999-07-03,Brazil,Mexico,2,1,Ciudad del Este,Copa America,FALSE,FALSE,FALSE,0,0
1999-07-06,Brazil,Chile,1,0,Ciudad del Este,Copa America,FALSE,FALSE,FALSE,0,0
1999-07-11,Brazil,Argentina,2,1,Ciudad del Este,Copa America,FALSE,FALSE,FALSE,0,0
1999-07-14,Brazil,Mexico,2,0,Ciudad del Este,Copa America,FALSE,FALSE,FALSE,0,0
1999-07-18,Brazil,Uruguay,3,0,Asuncion,Copa America,FALSE,FALSE,FALSE,0,0
2001-07-12,Brazil,Mexico,0,1,Cali,Copa America,FALSE,FALSE,FALSE,0,0
2001-07-15,Brazil,Peru,2,0,Cali,Copa America,FALSE,FALSE,FALSE,0,0
2001-07-18,Brazil,Paraguay,3,1,Cali,Copa America,FALSE,FALSE,FALSE,0,0
2003-07-13,Brazil,Mexico,0,1,Ciudad de Mexico,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2003-07-19,Brazil,Colombia,2,0,Miami,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2003-07-23,Brazil,USA,2,1,Miami,CONCACAF Gold Cup,FALSE,TRUE,FALSE,0,0
2003-07-27,Brazil,Mexico,0,1,Ciudad de Mexico,CONCACAF Gold Cup,FALSE,TRUE,FALSE,0,0
2004-07-08,Brazil,Chile,1,0,Arequipa,Copa America,FALSE,FALSE,FALSE,0,0
2004-07-11,Brazil,Costa Rica,4,1,Arequipa,Copa America,FALSE,FALSE,FALSE,0,0
2004-07-14,Brazil,Paraguay,1,2,Arequipa,Copa America,FALSE,FALSE,FALSE,0,0
2004-07-18,Brazil,Mexico,4,0,Piura,Copa America,FALSE,FALSE,FALSE,0,0
2004-07-21,Brazil,Uruguay,1,1,Lima,Copa America,FALSE,FALSE,TRUE,5,3
2004-07-25,Brazil,Argentina,2,2,Lima,Copa America,FALSE,FALSE,TRUE,4,2
2007-06-27,Brazil,Mexico,0,2,Puerto Ordaz,Copa America,FALSE,FALSE,FALSE,0,0
2007-07-01,Brazil,Chile,3,0,Maturin,Copa America,FALSE,FALSE,FALSE,0,0
2007-07-04,Brazil,Ecuador,1,0,Puerto La Cruz,Copa America,FALSE,FALSE,FALSE,0,0
2007-07-07,Brazil,Chile,6,1,Puerto La Cruz,Copa America,FALSE,FALSE,FALSE,0,0
2007-07-10,Brazil,Uruguay,2,2,Maracaibo,Copa America,FALSE,FALSE,TRUE,5,4
2007-07-15,Brazil,Argentina,3,0,Maracaibo,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-03,Brazil,Venezuela,0,0,La Plata,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-09,Brazil,Paraguay,2,2,Cordoba,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-13,Brazil,Ecuador,4,2,Cordoba,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-17,Brazil,Paraguay,0,0,La Plata,Copa America,FALSE,TRUE,TRUE,0,2
1997-12-16,Brazil,Mexico,3,2,Riyadh,FIFA Confederations Cup,FALSE,FALSE,FALSE,0,0
1999-07-28,Brazil,USA,1,0,Guadalajara,FIFA Confederations Cup,FALSE,FALSE,FALSE,0,0
1999-08-04,Brazil,Mexico,3,4,Ciudad de Mexico,FIFA Confederations Cup,FALSE,FALSE,FALSE,0,0
2003-06-21,Brazil,USA,1,0,Lyon,FIFA Confederations Cup,FALSE,FALSE,FALSE,0,0
2005-06-19,Brazil,Mexico,0,1,Hannover,FIFA Confederations Cup,FALSE,FALSE,FALSE,0,0
2005-06-29,Brazil,Argentina,4,1,Frankfurt am Main,FIFA Confederations Cup,FALSE,FALSE,FALSE,0,0
2009-06-18,Brazil,USA,3,0,Tshwane Pretoria,FIFA Confederations Cup,FALSE,FALSE,FALSE,0,0
2009-06-28,Brazil,USA,3,2,Johannesburg,FIFA Confederations Cup,FALSE,FALSE,FALSE,0,0
2013-06-19,Brazil,Mexico,2,0,Fortaleza,FIFA Confederations Cup,FALSE,FALSE,FALSE,0,0
2013-06-26,Brazil,Uruguay,2,1,Belo Horizonte,FIFA Confederations Cup,FALSE,FALSE,FALSE,0,0
2014-06-28,Colombia,Uruguay,2,0,Rio de Janeiro,FIFA World Cup,FALSE,FALSE,FALSE,0,0
2014-07-04,Colombia,Brazil,1,2,Fortaleza,FIFA World Cup,FALSE,FALSE,FALSE,0,0
1996-04-24,Colombia,Paraguay,1,0,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1996-06-02,Colombia,Peru,1,1,Lima,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1996-07-07,Colombia,Uruguay,3,1,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1996-09-01,Colombia,Chile,4,1,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1996-10-09,Colombia,Ecuador,1,0,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1996-11-10,Colombia,Bolivia,2,2,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1996-12-15,Colombia,Venezuela,2,0,San Cristobal,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1997-02-12,Colombia,Argentina,0,1,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-04-02,Colombia,Paraguay,1,2,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1997-04-30,Colombia,Peru,0,1,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-06-08,Colombia,Uruguay,1,1,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1997-07-05,Colombia,Chile,1,4,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1997-07-20,Colombia,Ecuador,1,0,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-08-20,Colombia,Bolivia,3,0,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-09-10,Colombia,Venezuela,1,0,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-11-16,Colombia,Argentina,1,1,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-03-28,Colombia,Brazil,0,0,Bogota,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-04-26,Colombia,Bolivia,1,1,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-06-04,Colombia,Venezuela,3,0,Bogota,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-06-29,Colombia,Argentina,1,3,Bogota,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-07-19,Colombia,Peru,1,0,Lima,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-07-25,Colombia,Ecuador,0,0,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-08-15,Colombia,Uruguay,1,0,Bogota,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-09-02,Colombia,Chile,1,0,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-10-07,Colombia,Paraguay,0,2,Bogota,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-11-15,Colombia,Brazil,0,1,Sao Paulo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-03-27,Colombia,Bolivia,2,0,Bogota,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-04-24,Colombia,Venezuela,2,2,San Cristobal,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-06-03,Colombia,Argentina,0,3,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-08-16,Colombia,Peru,0,1,Bogota,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-09-05,Colombia,Ecuador,0,0,Bogota,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-10-07,Colombia,Uruguay,1,1,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-11-07,Colombia,Chile,3,1,Bogota,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-11-14,Colombia,Paraguay,4,0,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2003-09-07,Colombia,Brazil,1,2,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2003-09-10,Colombia,Bolivia,0,4,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2003-11-15,Colombia,Venezuela,0,1,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2003-11-19,Colombia,Argentina,1,1,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2004-03-31,Colombia,Peru,2,0,Lima,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2004-06-02,Colombia,Ecuador,1,2,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2004-06-06,Colombia,Uruguay,5,0,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2004-09-05,Colombia,Chile,0,0,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2004-10-09,Colombia,Paraguay,1,1,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2004-10-13,Colombia,Brazil,0,0,Maceio,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2004-11-17,Colombia,Bolivia,1,0,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2005-03-26,Colombia,Venezuela,0,0,Maracaibo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-03-30,Colombia,Argentina,0,1,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-06-04,Colombia,Peru,5,0,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2005-06-08,Colombia,Ecuador,3,0,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2005-09-04,Colombia,Uruguay,2,3,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-10-08,Colombia,Chile,1,1,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2005-10-12,Colombia,Paraguay,1,0,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2007-10-14,Colombia,Brazil,0,0,Bogota,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2007-10-17,Colombia,Bolivia,0,0,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2007-11-17,Colombia,Venezuela,1,0,Bogota,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2007-11-20,Colombia,Argentina,2,1,Bogota,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2008-06-14,Colombia,Peru,1,1,Lima,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2008-06-18,Colombia,Ecuador,0,0,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2008-09-06,Colombia,Uruguay,0,1,Bogota,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2008-09-10,Colombia,Chile,0,4,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2008-10-11,Colombia,Paraguay,0,1,Bogota,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2008-10-15,Colombia,Brazil,0,0,Rio de Janeiro,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-03-28,Colombia,Bolivia,2,0,Bogota,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-03-31,Colombia,Venezuela,0,2,Puerto Ordaz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-06-06,Colombia,Argentina,0,1,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-06-10,Colombia,Peru,1,0,Medellin,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-09-05,Colombia,Ecuador,2,0,Medellin,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-09-09,Colombia,Uruguay,1,3,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-10-10,Colombia,Chile,2,4,Medellin,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-10-14,Colombia,Paraguay,2,0,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2011-10-11,Colombia,Bolivia,2,1,La Paz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2011-11-11,Colombia,Venezuela,1,1,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2011-11-15,Colombia,Argentina,1,2,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2012-06-03,Colombia,Peru,1,0,Lima,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2012-06-10,Colombia,Ecuador,0,1,Quito,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2012-09-07,Colombia,Uruguay,4,0,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2012-09-11,Colombia,Chile,3,1,Santiago de Chile,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2012-10-12,Colombia,Paraguay,2,0,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2013-03-22,Colombia,Bolivia,5,0,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2013-03-26,Colombia,Venezuela,0,1,Puerto Ordaz,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2013-06-07,Colombia,Argentina,0,0,Buenos Aires,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2013-06-11,Colombia,Peru,2,0,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2013-09-06,Colombia,Ecuador,1,0,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2013-09-10,Colombia,Uruguay,0,2,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2013-10-11,Colombia,Chile,3,3,Barranquilla,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2013-10-15,Colombia,Paraguay,2,1,Asuncion,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1995-07-07,Colombia,Peru,1,1,Rivera,Copa America,FALSE,FALSE,FALSE,0,0
1995-07-10,Colombia,Ecuador,1,0,Rivera,Copa America,FALSE,FALSE,FALSE,0,0
1995-07-13,Colombia,Brazil,0,3,Rivera,Copa America,FALSE,FALSE,FALSE,0,0
1995-07-16,Colombia,Paraguay,1,1,Montevideo,Copa America,FALSE,FALSE,TRUE,5,4
1995-07-19,Colombia,Uruguay,0,2,Montevideo,Copa America,FALSE,FALSE,FALSE,0,0
1995-07-22,Colombia,USA,4,1,Maldonado,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-13,Colombia,Mexico,1,2,Santa Cruz,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-16,Colombia,Costa Rica,4,1,Santa Cruz,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-19,Colombia,Brazil,0,2,Santa Cruz,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-21,Colombia,Bolivia,1,2,La Paz,Copa America,FALSE,FALSE,FALSE,0,0
1999-07-01,Colombia,Uruguay,1,0,Asuncion,Copa America,FALSE,FALSE,FALSE,0,0
1999-07-04,Colombia,Argentina,3,0,Luque,Copa America,FALSE,FALSE,FALSE,0,0
1999-07-07,Colombia,Ecuador,2,1,Luque,Copa America,FALSE,FALSE,FALSE,0,0
1999-07-11,Colombia,Chile,2,3,Luque,Copa America,FALSE,FALSE,FALSE,0,0
2000-02-12,Colombia,Jamaica,1,0,Miami,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2000-02-19,Colombia,USA,2,2,Miami,CONCACAF Gold Cup,FALSE,TRUE,TRUE,2,1
2000-02-23,Colombia,Peru,2,1,Los Angeles,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2001-07-11,Colombia,Venezuela,2,0,Barranquilla,Copa America,TRUE,FALSE,FALSE,0,0
2001-07-14,Colombia,Ecuador,1,0,Barranquilla,Copa America,TRUE,FALSE,FALSE,0,0
